DATE,INF,DP,DM,DC,DS,TS,DT,RF
2023-01-01,0.010950496680389278,-0.01931502816850294,-0.023608867428402482,0.007136190823292474,0.0,-3.64,-0.003548387096774519,0.017620436064391676
2023-01-02,0.010950496680389278,-0.01931502816850294,-0.023608867428402482,0.007136190823292474,0.0,-3.6435483870967746,-0.003548387096774519,0.017633907600878018
2023-01-03,0.010949297677893743,-0.01931875959236382,-0.02361444253087581,0.0071356816074573245,0.0,-3.6470967741935483,-0.003548387096773631,0.01764737868192867
2023-01-04,0.010948098937967238,-0.01932249245824491,-0.023620020266987042,0.0071351724642451896,0.040000000000000036,-3.650645161290323,-0.003548387096774519,0.01766084930756584
2023-01-05,0.010946900460454358,-0.019326226766968095,-0.023625600638679963,0.00713466339372268,0.009999999999999787,-3.704193548387097,-0.05354838709677434,0.017674319477878342
2023-01-06,0.010945702245332908,-0.01932996251936636,-0.02363118364777621,0.007134154395800984,-0.020000000000000018,-3.6477419354838707,0.05645161290322642,0.017687789192843972
2023-01-07,0.010944504292469686,-0.01933369971628381,-0.02363676929618627,0.007133645470546712,-0.010000000000000009,-3.657956989247312,-0.01021505376344134,0.017701258452484936
2023-01-08,0.0109433066018203,-0.01933743835856453,-0.02364235758570956,0.007133136617848852,-0.009999999999999787,-3.6681720430107534,-0.01021505376344134,0.01771472725689005
2023-01-09,0.010942109173251545,-0.019341178447030406,-0.023647948518289875,0.0071326278377740115,-0.010000000000000009,-3.6783870967741934,-0.010215053763440007,0.01772819560603711
2023-01-10,0.010940912006741226,-0.019344919982536644,-0.023653542095793283,0.007132119130255586,-0.009999999999999787,-3.671935483870968,0.006451612903225268,0.017741663499970528
2023-01-11,0.010939715102111742,-0.01934866296591623,-0.023659138320041413,0.007131610495315775,0.009999999999999787,-3.715483870967742,-0.043548387096773666,0.01775513093873471
2023-01-12,0.010938518459363097,-0.01935240739801326,-0.02366473719296696,0.007131101932865773,-0.020000000000000018,-3.7190322580645163,-0.003548387096774519,0.01776859792235186
2023-01-13,0.010937322078362092,-0.019356153279671832,-0.023670338716447088,0.007130593443016593,-0.009999999999999787,-3.7325806451612906,-0.013548387096774306,0.01778206445084418
2023-01-14,0.01093612595906433,-0.019359900611713828,-0.023675942892370072,0.007130085025612816,0.0024999999999999467,-3.7486290322580644,-0.01604838709677381,0.01779553052427829
2023-01-15,0.010934930101314405,-0.019363649395005556,-0.023681549722568657,0.007129576680743254,0.0024999999999999467,-3.7646774193548387,-0.016048387096774253,0.017808996142631983
2023-01-16,0.010933734505090128,-0.019367399630380012,-0.023687159208975534,0.007129068408341301,0.0024999999999999467,-3.7807258064516134,-0.016048387096774697,0.01782246130597187
2023-01-17,0.010932539170280496,-0.019371151318681286,-0.023692771353490086,0.007128560208429159,0.0024999999999999467,-3.796774193548387,-0.01604838709677381,0.017835926014297954
2023-01-18,0.010931344096818913,-0.019374904460753475,-0.023698386157945055,0.00712805208091802,-0.009999999999999787,-3.7403225806451617,0.056451612903225534,0.017849390267676846
2023-01-19,0.010930149284572175,-0.019378659057440677,-0.023704003624284247,0.007127544025896695,0.009999999999999787,-3.723870967741936,0.0164516129032255,0.01786285406613075
2023-01-20,0.010928954733518091,-0.019382415109598095,-0.02370962375440704,0.007127036043231968,-0.009999999999999787,-3.72741935483871,-0.003548387096773631,0.017876317409681874
2023-01-21,0.010927760443501256,-0.01938617261805872,-0.023715246550146184,0.007126528133034856,-0.0033333333333334103,-3.7343010752688173,-0.006881720430107485,0.01788978029835242
2023-01-22,0.010926566414521678,-0.01938993158367775,-0.02372087201344548,0.0071260202951721405,-0.0033333333333334103,-3.7411827956989256,-0.006881720430108373,0.017903242732186797
2023-01-23,0.01092537264640175,-0.01939369200729929,-0.02372650014621542,0.007125512529710432,-0.0033333333333334103,-3.7480645161290322,-0.006881720430106597,0.017916704711229414
2023-01-24,0.010924179139141482,-0.019397453889778538,-0.023732130950344273,0.007125004836583125,-0.020000000000000018,-3.7516129032258068,-0.003548387096774519,0.01793016623548027
2023-01-25,0.010922985892563268,-0.01940121723195959,-0.02373776442768701,0.007124497215834624,0.0,-3.7351612903225804,0.016451612903226387,0.017943627304983778
2023-01-26,0.010921792906689319,-0.019404982034686546,-0.02374340058020964,0.007123989667376119,-0.009999999999999787,-3.778709677419355,-0.043548387096774555,0.017957087919762138
2023-01-27,0.010920600181342026,-0.019408748298814612,-0.02374903940981155,0.007123482191252017,0.0,-3.8122580645161297,-0.03354838709677477,0.017970548079881965
2023-01-28,0.0109194077164992,-0.01941251602519899,-0.02375468091835881,0.00712297478739571,-0.006666666666666599,-3.81247311827957,-0.00021505376344022054,0.017984007785321054
2023-01-29,0.010918215512005431,-0.019416285214694875,-0.023760325107795226,0.007122467455851607,-0.006666666666666821,-3.812688172043011,-0.00021505376344110871,0.01799746703614602
2023-01-30,0.010917023567860734,-0.019420055868146373,-0.02376597198003129,0.007121960196530895,-0.006666666666666599,-3.812903225806452,-0.00021505376344110871,0.018010925832379066
2023-01-31,0.0109158318839097,-0.019423827986397583,-0.023771621536988596,0.007121453009500185,-0.03000000000000025,-3.7564516129032257,0.05645161290322642,0.018024384174042396
2023-02-01,0.010914640460107936,-0.019427601570325914,-0.02377727378053322,0.007120945894670667,0.0,-3.7500000000000004,0.006451612903225268,0.01803784206118042
2023-02-02,0.0019783421292344167,-0.022190221935969336,-0.08471280912249508,0.018056798685693775,-0.009999999999999898,-3.7714285714285722,-0.021428571428571797,0.01804326004326562
2023-02-03,0.001978302991627268,-0.022195147088365074,-0.08478463257073283,0.0180535387945285,0.010000000000000342,-3.832857142857143,-0.061428571428570944,0.018048677951676417
2023-02-04,0.0019782638555521813,-0.022200074427584503,-0.08485657791285625,0.01805028008019177,-0.006666666666666821,-3.847619047619048,-0.014761904761904976,0.01805409578643502
2023-02-05,0.0019782247210757688,-0.022205003955004923,-0.0849286454593882,0.018047022542062075,-0.00666666666666671,-3.8623809523809522,-0.014761904761904088,0.018059513547519224
2023-02-06,0.0019781855881092145,-0.022209935672125803,-0.08500083552195305,0.01804376617951793,-0.00666666666666671,-3.8771428571428572,-0.014761904761904976,0.01806493123495123
2023-02-07,0.001978146456674722,-0.022214869580368852,-0.08507314841328757,0.01804051099189343,0.0,-3.868571428571429,0.008571428571428008,0.018070348848731044
2023-02-08,0.001978107326838904,-0.022219805681266854,-0.08514558444706335,0.01803725697854488,0.010000000000000009,-3.83,0.038571428571429145,0.01807576638885866
2023-02-09,0.001978068198535148,-0.022224743976208217,-0.08521814393818675,0.018034004138872975,0.010000000000000231,-3.831428571428572,-0.0014285714285717788,0.018081183855311878
2023-02-10,0.001978029071763454,-0.022229684466670188,-0.0852908272024766,0.018030752472211826,-0.02000000000000013,-3.802857142857143,0.028571428571428914,0.018086601248135104
2023-02-11,0.0019779899465460268,-0.02223462715416334,-0.08536363455691985,0.018027501977939925,0.00666666666666671,-3.8142857142857145,-0.011428571428571566,0.01809201856728393
2023-02-12,0.0019779508228606616,-0.022239572040109398,-0.08543656631962715,0.018024252655435783,0.006666666666666599,-3.8257142857142865,-0.01142857142857201,0.018097435812802765
2023-02-13,0.0019779117007517662,-0.022244519125985605,-0.08550962280966613,0.018021004504033492,0.006666666666666821,-3.837142857142857,-0.011428571428570677,0.018102852984669404
2023-02-14,0.001977872580197137,-0.02224946841324701,-0.08558280434730588,0.018017757523133757,0.019999999999999796,-3.888571428571429,-0.0514285714285716,0.018108270082906053
2023-02-15,0.0019778334611523667,-0.02225441990341528,-0.08565611125390585,0.01801451171209288,0.010000000000000009,-3.8899999999999997,-0.0014285714285708906,0.018113687107490506
2023-02-16,0.0019777943436840657,-0.022259373597901047,-0.08572954385186031,0.018011267070289362,0.020000000000000018,-3.8914285714285715,-0.0014285714285717788,0.018119104058422764
2023-02-17,0.0019777552277478274,-0.022264329498181558,-0.08580310246469833,0.0180080235970351,0.0,-3.8428571428571434,0.048571428571428044,0.018124520935747235
2023-02-18,0.001977716113365855,-0.02226928760578959,-0.08587678741715049,0.018004781291752998,0.0,-3.849285714285714,-0.006428571428570784,0.01812993773941951
2023-02-19,0.001977677000538149,-0.022274247922146873,-0.0859505990349044,0.018001540153821553,0.0,-3.855714285714286,-0.006428571428571672,0.01813535446943959
2023-02-20,0.001977637889220301,-0.022279210448730668,-0.08602453764486033,0.01799830018257487,0.0,-3.862142857142858,-0.006428571428572116,0.018140771125851884
2023-02-21,0.001977598779501128,-0.02228417518701822,-0.08609860357509781,0.017995061377391444,0.0,-3.8685714285714288,-0.006428571428570784,0.018146187708634187
2023-02-22,0.0019775596713140164,-0.022289142138542314,-0.08617279715467571,0.01799182373767198,0.010000000000000009,-3.9000000000000004,-0.03142857142857158,0.0181516042177865
2023-02-23,0.0019775205646367627,-0.022294111304724678,-0.0862471187139655,0.01798858726275057,-0.010000000000000009,-3.8814285714285717,0.018571428571428683,0.01815702065330882
2023-02-24,0.0019774814595581837,-0.022299082687031468,-0.08632156858431801,0.017985351952005728,0.0,-3.8828571428571435,-0.0014285714285717788,0.018162437015223354
2023-02-25,0.0019774423559894626,-0.022304056287028775,-0.08639614709829672,0.01798211780481594,0.0,-3.880952380952382,0.0019047619047616315,0.018167853303485693
2023-02-26,0.001977403253997212,-0.022309032106127228,-0.08647085458970002,0.017978884820559714,0.0,-3.8790476190476193,0.0019047619047625197,0.01817326951816245
2023-02-27,0.0019773641535148195,-0.0223140101458374,-0.08654569139332785,0.017975652998615543,0.0,-3.8771428571428577,0.0019047619047616315,0.01817868565918701
2023-02-28,0.001977325054586693,-0.02231899040762544,-0.08662065784521508,0.017972422338317532,0.0,-3.8485714285714288,0.028571428571428914,0.01818410172662599
2023-03-01,0.001977285957235037,-0.022323972893035244,-0.08669575428260927,0.01796919283908858,0.010000000000000009,-3.9200000000000004,-0.07142857142857162,0.018189517720434978
2023-03-02,0.012992511786798767,-0.0019325259809299974,-0.052802961193358686,0.008084312747395926,0.0,-3.9474193548387104,-0.027419354838710053,0.0182176447625082
2023-03-03,0.01299082395243843,-0.0019325633281998193,-0.052830857451162797,0.008083659239111245,0.010000000000000009,-3.9948387096774196,-0.04741935483870918,0.018245769819347224
2023-03-04,0.012989136556597346,-0.0019326006769573832,-0.05285878320022419,0.00808300583644037,-0.0033333333333334103,-3.9989247311827962,-0.004086021505376625,0.018273892891240706
2023-03-05,0.012987449599031321,-0.001932638027124971,-0.05288673848733269,0.008082352539427715,-0.0033333333333331883,-4.003010752688172,-0.0040860215053757365,0.0183020139784551
2023-03-06,0.012985763079584964,-0.0019326753787247885,-0.05291472335932264,0.008081699347984469,-0.0033333333333334103,-4.007096774193549,-0.004086021505377069,0.01833013308125686
2023-03-07,0.01298407699812509,-0.001932712731812347,-0.052942737863261695,0.008081046262110633,-0.010000000000000009,-4.0045161290322575,0.002580645161291528,0.01835825019995685
2023-03-08,0.0129823913544297,-0.0019327500863210328,-0.05297078204619542,0.008080393281828415,-0.010000000000000009,-4.001935483870968,0.002580645161289752,0.018386365334843724
2023-03-09,0.012980706148321211,-0.0019327874422508458,-0.05299885595533606,0.008079740407004599,0.0,-3.949354838709678,0.052580645161289574,0.018414478486161734
2023-03-10,0.012979021379710838,-0.0019328247996684,-0.05302695963794035,0.00807908763768359,0.030000000000000027,-3.8767741935483873,0.07258064516129092,0.018442589654199537
2023-03-11,0.01297733704835438,-0.0019328621585070812,-0.05305509314143176,0.008078434973865395,0.0,-3.8241935483870972,0.05258064516129002,0.018470698839267996
2023-03-12,0.01297565315411865,-0.0019328995187668891,-0.05308325651327826,0.008077782415438998,0.0,-3.7716129032258063,0.052580645161290906,0.01849880604161136
2023-03-13,0.012973969696803861,-0.0019329368805144388,-0.053111449801092316,0.008077129962493216,0.0,-3.7190322580645163,0.05258064516129002,0.018526911261518286
2023-03-14,0.012972286676254623,-0.0019329742436831152,-0.05313967305251976,0.008076477614872629,-0.010000000000000231,-3.7464516129032264,-0.027419354838710053,0.018555014499277434
2023-03-15,0.012970604092315546,-0.001933011608284021,-0.0531679263153954,0.00807582537264385,0.060000000000000275,-3.7038709677419357,0.042580645161290676,0.01858311575517746
2023-03-16,0.012968921944786835,-0.001933048974361566,-0.05319620963760962,0.008075173235762472,0.0,-3.7712903225806453,-0.06741935483870964,0.018611215029484818
2023-03-17,0.012967240233513103,-0.0019330863418713401,-0.053224523067141774,0.008074521204184096,-2.220446049250313e-16,-3.7287096774193547,0.042580645161290676,0.018639312322465962
2023-03-18,0.012965558958338962,-0.001933123710824446,-0.05325286665210458,0.008073869277908721,0.0033333333333334103,-3.7461290322580645,-0.017419354838709822,0.018667407634431754
2023-03-19,0.012963878119086824,-0.0019331610811986794,-0.05328124044069973,0.008073217456869742,0.0033333333333331883,-3.763548387096774,-0.017419354838709378,0.018695500965648648
2023-03-20,0.01296219771555689,-0.0019331984530606538,-0.053309644481228935,0.008072565741089364,0.0033333333333334103,-3.780967741935484,-0.017419354838710266,0.018723592316383098
2023-03-21,0.012960517747638177,-0.0019332358263437553,-0.05333807882211621,0.008071914130523184,-0.030000000000000027,-3.838387096774194,-0.05741935483870986,0.018751681686945965
2023-03-22,0.012958838215108693,-0.0019332732010479837,-0.05336654351180784,0.008071262625104594,2.220446049250313e-16,-3.7958064516129033,0.042580645161290676,0.0187797690775815
2023-03-23,0.012957159117790844,-0.0019333105772510561,-0.0533950385989946,0.008070611224900206,-2.220446049250313e-16,-3.7032258064516133,0.09258064516129005,0.018807854488578357
2023-03-24,0.012955480455595851,-0.0019333479548641532,-0.05342356413236733,0.00806995992979901,0.07000000000000028,-3.8006451612903223,-0.097419354838709,0.018835937920247403
2023-03-25,0.012953802228257311,-0.0019333853339094792,-0.05345212016073915,0.008069308739823207,0.0,-3.824731182795699,-0.024086021505376642,0.018864019372832885
2023-03-26,0.012952124435686442,-0.0019334227144425472,-0.05348070673304546,0.008068657654928396,-2.220446049250313e-16,-3.848817204301076,-0.024086021505377087,0.018892098846623462
2023-03-27,0.012950447077661251,-0.001933460096396742,-0.05350932389831058,0.008068006675070174,0.0,-3.8729032258064517,-0.024086021505375754,0.01892017634190779
2023-03-28,0.012948770154026346,-0.0019334974797831663,-0.053537971705692244,0.008067355800270744,0.050000000000000044,-3.9303225806451616,-0.05741935483870986,0.01894825185893012
2023-03-29,0.01294709366462634,-0.0019335348646462294,-0.05356665020442603,0.008066705030485705,-0.030000000000000027,-3.9477419354838705,-0.017419354838708934,0.01897632539802352
2023-03-30,0.012945417609283642,-0.0019335722509415223,-0.05359535944380311,0.008066054365670653,-0.02000000000000024,-3.9751612903225806,-0.027419354838710053,0.019004396959432235
2023-03-31,0.01294374198782066,-0.0019336096386579418,-0.05362409947335914,0.008065403805825589,0.03000000000000025,-4.0125806451612895,-0.03741935483870895,0.01903246654346713
2023-04-01,0.012942066800104205,-0.0019336470278732052,-0.05365287034260767,0.008064753350883908,-0.006666666666666599,-4.013333333333334,-0.0007526881720441025,0.01906053415035025
2023-04-02,0.005040739189146089,-0.042021273141343525,-0.011854751020226673,0.0034927132410959203,-0.006666666666666821,-4.014,-0.0006666666666665932,0.01908827439314198
2023-04-03,0.005040485111449291,-0.04203893843875609,-0.011856156538093804,0.0034925912548943727,-0.006666666666666599,-4.014666666666667,-0.0006666666666665932,0.019116012704922802
2023-04-04,0.0050402310593523,-0.04205661859501299,-0.011857562389231437,0.0034924692772188904,-0.1499999999999999,-3.882,0.1326666666666667,0.019143749085981376
2023-04-05,0.0050399770328551155,-0.04207431362888166,-0.011858968573850558,0.0034923473080472715,0.020000000000000018,-3.8693333333333335,0.012666666666666604,0.019171483536584155
2023-04-06,0.0050397230319799416,-0.042092023559151766,-0.011860375091984489,0.003492225347423922,-0.010000000000000231,-3.896666666666667,-0.02733333333333343,0.019199216056997592
2023-04-07,0.005039469056682373,-0.04210974840463523,-0.011861781943833107,0.0034921033953044358,0.0,-3.9089999999999994,-0.012333333333332419,0.01922694664748814
2023-04-08,0.0050392151070068145,-0.04212748818417728,-0.011863189129451947,0.0034919814516888117,0.0,-3.921333333333333,-0.012333333333333751,0.01925467530834446
2023-04-09,0.005038961182931064,-0.04214524291666764,-0.011864596648985367,0.003491859516621458,0.0,-3.9336666666666664,-0.012333333333333307,0.019282402039810798
2023-04-10,0.005038707284410716,-0.0421630126210182,-0.011866004502577727,0.0034917375900357633,0.0,-3.9459999999999997,-0.012333333333333307,0.019310126842175812
